id;x;y;radius;label;id_image
21583268;2634.0;46600.5;8.81368122515;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21583252;2713.0;46785.5;19.1329977494;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21583238;3100.0;46648.5;13.7250270889;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21583220;3646.0;46813.5;26.8961725135;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21583204;4192.0;46524.5;12.464427523;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21583190;4315.0;46845.5;27.3792152102;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21583171;2500.0;46999.5;25.2385421381;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21583122;2959.0;47140.5;23.5054450512;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21583106;3394.0;47128.5;24.6349879393;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21583074;3963.0;46800.5;23.7315629775;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21583056;4396.0;46544.5;22.1441000192;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21583032;2956.0;46487.5;16.5183059299;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21583012;2497.0;46527.5;19.6339462937;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21582988;3722.0;46774.5;10.613077606;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21582968;3544.0;46779.5;16.5183059299;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21582944;2886.0;46765.5;11.2352831384;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21582924;2609.0;46920.5;10.2878729972;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21582906;3306.0;46978.5;31.8087208485;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21582886;4414.0;46658.5;15.919616409;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21582853;2949.0;46957.5;16.3112643694;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21582603;5702.0;14027.5;9.29624045631;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21582589;5451.0;13589.5;27.8887213689;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21582571;6042.0;13552.5;25.1807659262;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21582555;4975.0;13540.5;14.5492495206;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21582541;4958.0;14065.5;14.2116339497;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21582527;4787.0;13957.5;14.6490169718;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21582509;5414.0;13979.5;28.6444639817;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21582495;6103.0;13889.5;37.9090763494;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21582479;6249.0;13702.5;18.1163497074;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21582443;5622.0;13637.5;12.8480378101;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21582423;6112.0;13665.5;10.613077606;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21582397;6203.0;13965.5;9.29624045632;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21582375;6131.0;13988.5;11.5338056454;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21582357;6066.0;14139.5;12.1887188831;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21582339;6207.0;14052.5;19.4101194531;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21582315;5269.0;13991.5;11.0171015314;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21582289;5186.0;13647.5;22.5137374334;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21582269;5919.0;13822.5;17.6273624503;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21582251;5978.0;13952.5;26.8961725135;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21582221;5850.0;13667.5;17.6273624503;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21582085;3175.0;25958.0;39.4159807029;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21582069;3091.0;26241.0;44.1234572479;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21582055;3300.0;26439.0;28.2175479369;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21582041;4000.0;25993.0;46.1772975765;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21582025;3509.0;26215.0;24.2376233692;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21582007;4611.0;26031.0;45.2211423191;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21581987;4762.0;26615.0;22.7497144492;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21581971;4232.0;26268.0;12.464427523;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21581955;4559.0;26531.0;13.4028824776;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21581923;3892.0;26567.0;46.8142559082;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21581899;4322.0;25956.0;15.2975142564;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21581873;4243.0;25999.0;15.5805344038;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21581845;4011.0;26314.0;22.4921622129;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21581815;3196.0;26163.0;13.1468693324;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21581795;4307.0;26460.0;17.4613239389;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21581753;3175.0;26581.0;14.3476335455;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21581733;3492.0;26091.0;16.5183059299;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21581713;4526.0;26160.0;10.613077606;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21581691;4611.0;26344.0;18.6966412846;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21581657;4404.0;26367.0;14.1087739684;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21581527;5656.0;50445.0;27.9061246289;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21581513;6449.0;50163.0;29.5619855272;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21581493;5894.0;50665.0;52.0678988262;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21581475;6257.0;50361.0;29.0984990412;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21581455;6598.0;50500.0;17.7645424371;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21581437;7284.0;50368.0;20.5757459944;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21581417;7260.0;50133.0;7.94454489572;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21581403;7055.0;50477.0;37.2501872075;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21581383;6790.0;50779.0;28.2175479369;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21581347;6187.0;50665.0;21.7011732742;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21581325;5378.0;50570.0;14.1087739684;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21581301;6614.0;50719.0;12.8480378101;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21581273;5776.0;50528.0;12.464427523;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21581249;7279.0;50233.0;13.7250270889;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21581229;6374.0;50861.0;26.015293768;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21581201;5503.0;50742.0;15.2975142564;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21581173;6929.0;50595.0;17.2374515525;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21581153;6599.0;50145.0;13.2205218377;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21581129;6631.0;50318.0;17.2092627331;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21581085;6553.0;50388.0;18.1698693209;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580955;4566.0;9422.0;13.2205218377;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580935;3748.0;9585.0;41.8069608632;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580913;4694.0;9634.0;30.9264777512;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580887;3173.0;8969.0;12.619271069;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580869;3771.0;9431.0;22.5137374334;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580853;3820.0;9123.0;36.5794317113;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580833;4368.0;9106.0;19.5099150695;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580817;4788.0;9087.0;16.3112643694;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580801;4498.0;9575.0;18.0895305221;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580767;3447.0;9543.0;46.1772975765;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580753;3137.0;9471.0;10.0491427376;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580719;3947.0;9324.0;25.2577715063;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580689;3743.0;9078.0;12.3470205657;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580663;4426.0;9011.0;16.041141962;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580647;4811.0;9020.0;12.464427523;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580623;4382.0;9447.0;25.1228568439;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580603;3894.0;9440.0;15.5805344038;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580573;3106.0;9189.0;15.2975142564;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580553;4570.0;9238.0;18.0895305221;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580511;3560.0;9285.0;84.2444552316;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580421;6505.75;19143.5;11.9066276732;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580407;6854.75;19383.5;23.8132553464;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580393;6826.75;19160.5;18.9545381747;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580366;5355.75;19700.5;24.0566680299;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580341;5926.75836431;19202.7702447;25.1228568439;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580319;6444.75;19262.5;18.1163497074;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580305;6454.75;19716.5;18.5139760683;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580287;6180.75;19668.5;23.0676112907;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580271;6434.75;19451.5;12.542088259;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580243;5477.75;19780.5;25.1228568439;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580221;4718.75;19440.5;14.6490169718;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580193;5244.75;19683.5;10.0491427376;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580173;6107.75;19374.5;11.4916343683;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580153;6141.75;19826.5;12.1887188831;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580133;6349.75;19609.5;13.4028824776;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580109;5165.75;19460.5;11.5338056454;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580083;6378.75;19387.5;14.6490169718;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580065;5847.75;19112.5;24.3375727555;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580041;5484.75;19524.5;20.8802414245;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21580016;5210.75;19583.5;33.7058494152;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579913;6866.54704728;665.65461959;18.1698693209;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579893;6824.5;998.5;48.5252986326;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579879;6775.5;1259.5;34.8251956108;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579865;7577.5;861.5;41.574051191;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579847;8366.5;845.5;21.226155212;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579831;7522.5;1261.5;57.7363396337;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579817;6978.5;742.5;25.3345430253;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579801;7098.5;933.5;20.8802414245;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579785;7850.5;931.5;11.9066276732;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579749;7112.5;1209.5;28.7290859208;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579733;8384.5;674.5;12.9609070746;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579709;6753.5;1105.5;16.5183059299;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579675;7964.5;1188.5;11.2352831384;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579657;7952.5;1021.5;15.5805344038;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579637;6957.5;1298.5;12.464427523;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579617;7306.5;1169.5;10.0491427376;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579593;6994.5;893.5;12.1887188832;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579573;6543.5;1022.5;14.6490169718;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579549;7816.5;714.5;12.464427523;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579503;7501.5;1072.5;17.2092627331;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579347;4444.0;33483.5;30.6900935638;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579329;5103.0;33528.5;20.8802414245;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579313;4754.0;33549.5;34.1494606588;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579297;5140.0;33313.5;44.1674487417;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579283;5496.0;33228.5;19.4351163977;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579267;5962.0;33249.5;26.015293768;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579251;5744.0;33755.5;17.7645424371;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579235;5420.0;33726.5;37.5228957223;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579217;5799.0;33431.5;34.4185254661;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579185;4960.0;33770.5;22.9198081404;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579165;5786.0;33280.5;13.2205218377;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579145;6035.0;33362.5;14.2116339497;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579119;5001.0;33639.5;15.0091582889;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579101;5669.0;33605.5;12.619271069;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579081;5668.0;33655.5;10.2878729972;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579057;4368.0;33673.5;20.0982854751;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21579027;4957.0;33229.5;25.6203874569;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21578995;4589.0;33645.5;21.6114986209;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21578977;4527.0;33206.5;64.841983822;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21578939;4906.0;33372.5;21.6114986209;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21578797;4311.0;42449.0;18.9289066036;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21578775;3461.0;42916.0;18.8260313494;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21578759;4753.0;42636.0;9.85399517572;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21578735;4157.0;42704.0;24.0566680299;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21578721;4208.0;43017.0;28.2347485163;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21578703;4485.0;43170.0;18.5924809126;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21578687;5332.0;42723.0;11.4916343683;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21578673;5310.0;42472.0;14.1087739684;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21578653;4462.0;42606.0;12.8101937284;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21578625;4696.0;43008.0;25.4301815044;0;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21578603;4115.0;42974.0;9.08493466045;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21578575;4564.0;42947.0;13.7250270889;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21578555;4655.0;42856.0;12.8480378101;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21578529;3920.0;42813.0;17.4613239389;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21578503;3335.0;42729.0;20.3145314719;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21578481;4133.0;42849.0;11.9879025257;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21578457;5271.0;42646.0;15.8890897914;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21578431;3899.0;42991.0;12.9609070746;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21578411;4359.0;43087.0;15.0737141064;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21578385;4353.0;42819.0;14.3476335455;1;NAC_DTM_FECNDITATS3_M150178619_50CM.TIF
21578136;8808.0;862.75;14.5492495206;0;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21578102;7712.0;1016.75;17.2374515525;0;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21578064;8039.0;802.75;19.7079903514;0;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21578032;7317.0;1290.75;33.343799717;0;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21578010;7665.0;1270.75;16.40031652;0;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21577984;8803.0;1443.75;18.0895305221;0;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21577968;8712.0;987.75;9.85399517572;0;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21577950;8574.0;1133.75;10.145308974;0;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21577933;8291.0;1424.75;17.5445396157;0;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21577884;7233.0;772.75;11.5338056454;1;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21577856;8664.0;1327.75;12.1887188832;1;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21577832;8162.0;1426.75;12.8480378101;1;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21577806;8816.0;722.75;10.2878729972;1;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21577784;8370.0;745.75;11.2352831384;1;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21577768;8238.0;830.75;17.6273624503;1;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21577748;7505.0;1308.75;12.464427523;1;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21577722;7931.0;1415.75;17.2092627331;1;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21577702;8199.0;1227.75;15.5805344038;1;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21577670;7141.0;1139.75;39.7227244786;1;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21577540;5152.5;19283.25;18.1698693209;0;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21577520;3744.5;19521.25;31.3009795232;0;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21577500;3729.5;19153.25;10.4749405556;0;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21577486;4215.5;19144.25;29.2482778353;0;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21577472;4222.5;19434.25;21.1574249013;0;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21577452;4915.5;19178.25;28.7290859208;0;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21577438;4867.5;19527.25;16.8385143375;0;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21577422;4700.5;19700.25;13.4028824776;0;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21577406;4264.5;19714.25;22.4921622129;0;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21577372;3768.5;19692.25;20.9498811112;0;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21577340;3156.5;19437.25;15.2975142564;1;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21577326;3510.5;19518.25;19.1329977494;1;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21577300;5323.5;19047.25;13.4028824776;1;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21577276;4064.5;19727.25;9.34832064228;1;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21577252;3274.5;19673.25;14.6490169718;1;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21577226;3749.5;19366.25;18.1163497074;1;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21577206;3952.5;19542.25;12.464427523;1;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21577186;4609.5;19543.25;21.226155212;1;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21577172;4662.5;19433.25;23.4226791426;1;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21577136;4263.5;19304.25;28.2175479369;1;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21577008;3807.5;7515.25;17.5445396157;0;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21576988;3621.5;7964.25;6.30963553452;0;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21576972;3967.5;7938.25;14.2116339497;0;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21576958;4367.5;7441.25;12.028334015;0;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21576938;4606.5;7406.25;15.3924325255;0;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21576922;5042.5;7858.25;12.3470205657;0;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21576906;4388.5;7645.25;15.423942144;0;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21576888;4977.5;7405.25;15.5805344038;0;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21576872;5168.5;7556.25;19.8307827566;0;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21576834;4853.5;7974.25;26.532694015;0;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21576820;3525.5;7610.25;10.613077606;1;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21576794;3768.5;7849.25;13.4028824776;1;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21576764;4053.5;7568.25;14.5492495206;1;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21576740;4910.5;7668.25;16.8385143375;1;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21576720;4961.5;7569.25;14.3476335455;1;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21576696;5500.5;7500.25;11.5338056454;1;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21576674;4479.5;7257.25;13.9356536211;1;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21576646;3627.5;7760.25;12.1887188832;1;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21576620;5223.5;7914.25;18.4087821711;1;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21576586;4670.5;7917.25;22.0342030629;1;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21576468;4172.0;32901.75;23.5054450512;0;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21576448;4531.0;32881.75;32.2181944197;0;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
21576434;4788.0;32764.75;24.2376233692;0;NAC_DTM_HORTENSIUS5_M135365200_50CM.TIF
